,ID,Year,Sector,Subsector,City,County,Total_Emissions,Biogenic_CO2_Emissions,CO2_Emissions,Methane_Emissions,Nitrous_Oxide_Emissions,HFCs_Emissions,PFCs_Emissions,SF6_Emissions,Fluorinated_Emissions,Geocoded_Location
199,200,2012,Petroleum Systems,Petroleum Refineries,Blaine,Whatcom,1757797,0,1740873,12722,4202,0,0,0,0,POINT (-122.7353 48.8864)
200,201,2021,Wood Products,Lumber Mills,Centralia,Lewis,46063,45596,0,67,400,0,0,0,0,POINT (-122.995433 46.756413)
201,202,2013,Food Production,Potato Products,Pasco,Franklin,49845,0,49793,24,28,0,0,0,0,POINT (-119.115336 46.288137)
202,203,2019,Petroleum Systems,Other Petroleum Systems,Anacortes,Skagit,41845,0,41845,0,0,0,0,0,0,POINT (-122.554343 48.467646)
203,204,2021,Food Production,Meat Products,Tacoma,Pierce,10230,0,10219,5,6,0,0,0,0,POINT (-122.406461 47.250503)
204,205,2019,Waste,Landfills,Ephrata,Grant,49368,0,0,49368,0,0,0,0,0,POINT (-119.573764 47.270759)
205,206,2018,Natural Gas Systems,Natural Gas Local Distribution Companies,Spokane,Spokane,15762,0,19,15743,0,0,0,0,0,POINT (-119.573764 47.270759)
206,207,2013,Pulp and Paper,Other Pulp and Paper,Sumner,Pierce,10385,0,10374,5,6,0,0,0,0,POINT (-122.239474 47.210641)
207,208,2017,Manufacturing,Transportation Industry,Moses Lake,Grant,5842,0,5836,3,3,0,0,0,0,POINT (-119.285437 47.208993)
208,209,2012,Petroleum Systems,Petroleum Refineries,Anacortes,Skagit,2104214,0,2093437,6134,4643,0,0,0,0,POINT (-122.559161 48.470931)
209,210,2016,Chemicals,Other Chemicals,Longview,Cowlitz,45921,0,45921,0,0,0,0,0,0,POINT (-122.982847 46.137218)
210,211,2014,Minerals,Other Minerals,Quincy,Grant,21864,0,21842,10,12,0,0,0,0,POINT (-119.838831 47.239948)
211,212,2012,Government,National Security,Silverdale,Kitsap,24063,0,24036,12,15,0,0,0,0,POINT (-122.696926 47.699284)
212,213,2015,Government,Education,Seattle,King,82430,0,82345,39,46,0,0,0,0,POINT (-122.303608 47.653614)
213,214,2014,Natural Gas Systems,Natural Gas Transmission/Compression,Mount Vernon,Skagit,48020,0,38242,9757,21,0,0,0,0,POINT (-122.21547 48.421967)
214,215,2016,Waste,Landfills,Maple Valley,King,77624,0,229,77394,1,0,0,0,0,POINT (-122.046025 47.462625)
215,216,2015,Food Production,Potato Products,Warden,Grant,16271,0,16254,8,9,0,0,0,0,POINT (-119.055427 46.971504)
216,217,2016,Pulp and Paper,Other Pulp and Paper,Port Angeles,Clallam,198143,189143,2153,4679,2168,0,0,0,0,POINT (-123.467524 48.134623)
217,218,2013,Power Plants,"Other Power, Heating, or Cooling Plants",Maple Valley,King,28257,26891,1223,43,100,0,0,0,0,POINT (-122.041817 47.455871)
218,219,2019,Food Production,Dairy Products,Chehalis,Lewis,12351,0,12338,6,7,0,0,0,0,POINT (-122.970162 46.659952)
219,220,2016,Livestock,Cattle Feedlots,Burbank,Walla Walla,23347,0,0,1630,21717,0,0,0,0,POINT (-118.90629 46.133131)
220,221,2012,Wood Products,Lumber Mills,Mount Vernon,Skagit,310931,302186,2134,2578,4033,0,0,0,0,POINT (-122.434613 48.448553)
221,222,2021,Waste,Landfills,East Wenatchee,Douglas,49645,0,0,49645,0,0,0,0,0,POINT (-120.167444 47.405083)
222,223,2017,Food Production,Fruit Products,Prosser,Benton,16242,0,16225,8,9,0,0,0,0,POINT (-119.73397 46.21842)
223,224,2021,Natural Gas Systems,Natural Gas Transmission/Compression,Snohomish,Snohomish,40734,0,39624,1088,22,0,0,0,0,POINT (-122.05859 47.78825)
224,225,2012,Food Production,Dairy Products,Sunnyside,Yakima,22079,0,22055,11,13,0,0,0,0,POINT (-120.015675 46.30058)
225,226,2020,Metals,Other Metals,Moses Lake,Grant,0,0,0,0,0,0,0,0,0,POINT (-119.200383 47.138359)
226,227,2014,Minerals,Glass Production,Winlock,Lewis,102813,0,102739,34,40,0,0,0,0,POINT (-122.926313 46.544937)
227,228,2014,Food Production,Fruit Products,Selah,Yakima,15254,0,15238,7,9,0,0,0,0,POINT (-120.52755 46.64992)
228,229,2014,Pulp and Paper,Kraft Mills,Port Townsend,Jefferson,562549,501477,55879,2404,2789,0,0,0,0,POINT (-122.796806 48.093793)
229,230,2013,Power Plants,Natural Gas Turbine Plants,Sumas,Whatcom,250238,0,249977,119,142,0,0,0,0,POINT (-122.2733 48.9905)
230,231,2016,Natural Gas Systems,Natural Gas Transmission/Compression,Sumner,Pierce,46614,0,46043,545,26,0,0,0,0,POINT (-122.209551 47.228986)
231,232,2021,Wood Products,Lumber Mills,Clarkston,Whitman,15732,15524,0,30,178,0,0,0,0,POINT (-117.086487 46.423108)
232,233,2015,Natural Gas Systems,Natural Gas Transmission/Compression,Wallula,Walla Walla,111325,0,108440,2824,61,0,0,0,0,POINT (-118.843934 46.053153)
233,234,2015,Wood Products,Other Wood Products,Kettle Falls,Stevens,71151,68501,1734,132,784,0,0,0,0,POINT (-118.116106 48.613175)
234,235,2019,Manufacturing,Electronics Industry,Camas,Clark,88225,0,14214,7,5154,8320,26607,9487,24436,POINT (-122.454955 45.619569)
235,236,2021,Pulp and Paper,Other Pulp and Paper,Yakima,Yakima,10481,0,10470,5,6,0,0,0,0,POINT (-120.513015 46.604058)
236,237,2019,Natural Gas Systems,Natural Gas Transmission/Compression,Chehalis,Lewis,3980,0,2903,1076,1,0,0,0,0,POINT (-122.87373 46.533325)
237,238,2018,Wood Products,Lumber Mills,Darrington,Snohomish,86687,85545,0,164,978,0,0,0,0,POINT (-121.597608 48.262797)
238,239,2013,Wood Products,Lumber Mills,Forks,Clallam,27296,26712,0,228,356,0,0,0,0,POINT (-124.399193 47.971946)
239,240,2017,Pulp and Paper,Kraft Mills,Longview,Cowlitz,1532283,1218099,306756,1614,5814,0,0,0,0,POINT (-122.983637 46.130495)
240,241,2021,Metals,Other Metals,Kalama,Cowlitz,22184,0,22160,11,13,0,0,0,0,POINT (-122.871703 46.04326)
241,242,2012,Power Plants,Natural Gas Turbine Plants,Tacoma,Pierce,30730,0,30696,15,19,0,0,0,0,POINT (-122.364711 47.079716)
242,243,2018,Government,Education,Seattle,King,92022,0,91926,44,52,0,0,0,0,POINT (-122.303608 47.653614)
243,244,2017,Petroleum Systems,Petroleum Refineries,Blaine,Whatcom,2060243,0,2048575,7166,4502,0,0,0,0,POINT (-122.7353 48.8864)
244,245,2012,Metals,Aluminum Production,Ferndale,Whatcom,1146835,0,412832,11814,30,0,722159,0,0,POINT (-122.7055 48.8455)
245,246,2018,Power Plants,Natural Gas Turbine Plants,Blaine,Whatcom,44531,0,44485,21,25,0,0,0,0,POINT (-122.724299 48.885475)
246,247,2017,Government,Other Government,Seattle,King,14791,0,14776,7,8,0,0,0,0,POINT (-122.302452 47.443643)
247,248,2012,Chemicals,Other Chemicals,Longview,Cowlitz,48881,0,48881,0,0,0,0,0,0,POINT (-122.982847 46.137218)
248,249,2012,Power Plants,Natural Gas Turbine Plants,Tacoma,Pierce,139141,0,138999,65,77,0,0,0,0,POINT (-122.365686 47.086342)
249,250,2014,Wood Products,Lumber Mills,Centralia,Lewis,15487,10615,4725,23,124,0,0,0,0,POINT (-122.991963 46.734454)
250,251,2013,Food Production,Meat Products,Wallula,Walla Walla,65322,0,23637,41672,13,0,0,0,0,POINT (-118.913051 46.137521)
251,252,2021,Petroleum Systems,Other Petroleum Systems,Seattle,King,2,0,2,0,0,0,0,0,0,POINT (-122.395299 47.781642)
252,253,2013,Natural Gas Systems,Natural Gas Transmission/Compression,Bickleton,Klickitat,28675,0,25056,3605,14,0,0,0,0,POINT (-120.08083 45.849504)
253,254,2021,Waste,Landfills,Richland,Benton,44472,0,0,44472,0,0,0,0,0,POINT (-119.348118 46.346663)
254,255,2014,Power Plants,"Other Power, Heating, or Cooling Plants",Spokane,Spokane,243511,137090,101051,2094,3276,0,0,0,0,POINT (-117.504278 47.626529)
255,256,2016,Waste,Landfills,East Wenatchee,Douglas,30653,0,0,30653,0,0,0,0,0,POINT (-120.167444 47.405083)
256,257,2018,Waste,Landfills,Okanogan,Okanogan,14240,0,0,14240,0,0,0,0,0,POINT (-119.620109 48.341148)
257,258,2018,Supplier,Natural Gas Supplier,Ellensburg,Kittitas,26703,0,26675,13,15,0,0,0,0,POINT (-119.620109 48.341148)
258,259,2014,Petroleum Systems,Petroleum Refineries,Anacortes,Skagit,1344336,0,1335703,4083,4550,0,0,0,0,POINT (-122.564845 48.493816)
259,260,2020,Manufacturing,Transportation Industry,Auburn,King,34964,0,34925,17,22,0,0,0,0,POINT (-122.242298 47.285551)
260,261,2015,Wood Products,Lumber Mills,Longview,Cowlitz,16720,11074,5492,24,130,0,0,0,0,POINT (-122.916806 46.114537)
261,262,2017,Government,National Security,Fairchild AFB,Spokane,12821,0,12808,6,7,0,0,0,0,POINT (-117.644832 47.641332)
262,263,2020,Power Plants,Natural Gas Turbine Plants,Goldendale,Klickitat,730209,0,729468,338,403,0,0,0,0,POINT (-120.833 45.8114)
263,264,2020,Waste,Landfills,Castle Rock,Cowlitz,231382,9394,0,221954,34,0,0,0,0,POINT (-122.772284 46.246902)
264,265,2020,Wood Products,Lumber Mills,Kettle Falls,Stevens,57356,56600,0,109,647,0,0,0,0,POINT (-118.067441 48.609799)
265,266,2012,Waste,Landfills,East Wenatchee,Douglas,36141,0,0,36141,0,0,0,0,0,POINT (-120.167444 47.405083)
266,267,2019,Waste,Landfills,Snohomish,Snohomish,33268,0,231,33037,0,0,0,0,0,POINT (-122.118284 47.870014)
267,268,2016,Supplier,Natural Gas Supplier,Enumclaw,Pierce,21131,0,21109,10,12,0,0,0,0,POINT (-122.118284 47.870014)
268,269,2019,Natural Gas Systems,Natural Gas Transmission/Compression,Rosalia,Spokane,105917,0,105673,185,59,0,0,0,0,POINT (-117.406737 47.277256)
269,270,2018,Government,Other Government,Richland,Benton,13510,0,4171,9333,6,0,0,0,0,POINT (-119.489007 46.55069)
270,271,2012,Minerals,Glass Production,Seattle,King,76256,0,76197,27,32,0,0,0,0,POINT (-122.33739 47.55242)
271,272,2021,Pulp and Paper,Sulfite Mills,Cosmopolis,Grays Harbor,488136,433911,48795,3563,1867,0,0,0,0,POINT (-123.76211 46.952907)
272,273,2019,Metals,Other Metals,Tukwila,King,60,0,60,0,0,0,0,0,0,POINT (-122.303906 47.526872)
273,274,2013,Minerals,Cement Production,Seattle,King,355314,0,354536,294,484,0,0,0,0,POINT (-122.34255 47.56799)
274,275,2015,Power Plants,Natural Gas Turbine Plants,Mount Vernon,Skagit,115728,0,115607,55,66,0,0,0,0,POINT (-122.435 48.4553)
275,276,2012,Power Plants,Natural Gas Turbine Plants,Chehalis,Lewis,371645,0,371268,172,205,0,0,0,0,POINT (-122.9145 46.6226)
276,277,2012,Wood Products,Lumber Mills,Bingen,Klickitat,89928,87886,119,750,1173,0,0,0,0,POINT (-121.468688 45.713913)
277,278,2017,Natural Gas Systems,Natural Gas Local Distribution Companies,Kennewick,Benton,26227,0,116,26111,0,0,0,0,0,POINT (-119.22987 46.21875)
278,279,2013,Government,Other Government,Richland,Benton,14615,0,4297,10313,5,0,0,0,0,POINT (-119.489007 46.55069)
279,280,2017,Manufacturing,Transportation Industry,Renton,King,20113,0,20092,10,11,0,0,0,0,POINT (-122.211346 47.498257)
280,281,2020,Pulp and Paper,Kraft Mills,Camas,Clark,67817,0,61535,6247,35,0,0,0,0,POINT (-122.40843 45.584271)
281,282,2021,Natural Gas Systems,Natural Gas Transmission/Compression,Mount Vernon,Skagit,54572,0,52205,2338,29,0,0,0,0,POINT (-122.21547 48.421967)
282,283,2017,Manufacturing,Transportation Industry,Spokane,Spokane,44749,0,44696,23,30,0,0,0,0,POINT (-117.568511 47.583604)
283,284,2012,Power Plants,Electrical Transmission and Distribution,Vancouver,Clark,26927,0,0,0,0,0,0,26927,0,POINT (-122.658608 45.661178)
284,285,2017,Food Production,Fruit Products,Selah,Yakima,14761,0,14746,7,8,0,0,0,0,POINT (-120.52755 46.64992)
285,286,2015,Wood Products,Lumber Mills,Shelton,Mason,41324,40641,140,78,465,0,0,0,0,POINT (-123.096517 47.213448)
286,287,2020,Food Production,Potato Products,Warden,Grant,13695,0,13680,7,8,0,0,0,0,POINT (-119.055427 46.971504)
287,288,2013,Food Production,Potato Products,Othello,Adams,89215,0,37044,52150,21,0,0,0,0,POINT (-119.172705 46.840102)
288,289,2017,Power Plants,"Other Power, Heating, or Cooling Plants",Spokane Valley,Spokane,13285,0,13272,6,7,0,0,0,0,POINT (-117.147223 47.696999)
289,290,2012,Food Production,Fruit Products,Prosser,Benton,17817,0,17799,8,10,0,0,0,0,POINT (-119.73397 46.21842)
290,291,2016,Petroleum Systems,Petroleum Refineries,Anacortes,Skagit,1980495,0,1969285,6794,4416,0,0,0,0,POINT (-122.559161 48.470931)
291,292,2015,Metals,Other Metals,Kalama,Cowlitz,23274,0,23250,11,13,0,0,0,0,POINT (-122.871703 46.04326)
292,293,2014,Natural Gas Systems,Natural Gas Transmission/Compression,Rosalia,Spokane,75083,0,73574,1468,41,0,0,0,0,POINT (-117.406737 47.277256)
293,294,2015,Petroleum Systems,Petroleum Refineries,Ferndale,Whatcom,749019,0,745439,1724,1856,0,0,0,0,POINT (-122.692114 48.830142)
294,295,2014,Power Plants,Natural Gas Turbine Plants,Goldendale,Klickitat,387311,0,386918,179,214,0,0,0,0,POINT (-120.833 45.8114)
295,296,2016,Waste,Landfills,Castle Rock,Cowlitz,178855,7724,0,171103,28,0,0,0,0,POINT (-122.772284 46.246902)
296,297,2015,Livestock,Cattle Feedlots,Eltopia,Franklin,15048,0,922,1094,13032,0,0,0,0,POINT (-118.881203 46.50919)
297,298,2020,Manufacturing,Transportation Industry,Renton,King,14794,0,14779,7,8,0,0,0,0,POINT (-122.211346 47.498257)
298,299,2018,Minerals,Other Minerals,Quincy,Grant,22730,0,22706,11,13,0,0,0,0,POINT (-119.838831 47.239948)
299,300,2017,Pulp and Paper,Other Pulp and Paper,Sumner,Pierce,11361,0,11350,5,6,0,0,0,0,POINT (-122.239474 47.210641)
300,301,2012,Natural Gas Systems,Natural Gas Local Distribution Companies,Kennewick,Benton,10606,0,20,10586,0,0,0,0,0,POINT (-119.22987 46.21875)
301,302,2018,Wood Products,Lumber Mills,Port Angeles,Clallam,35596,35126,0,68,402,0,0,0,0,POINT (-123.518642 48.103425)
302,303,2014,Manufacturing,Building Products,Seattle,King,36299,0,36262,17,20,0,0,0,0,POINT (-122.336944 47.548056)
303,304,2020,Manufacturing,Building Products,Tacoma,Pierce,38732,0,38692,18,22,0,0,0,0,POINT (-122.394869 47.269558)
304,305,2017,Power Plants,Natural Gas Turbine Plants,Sumas,Whatcom,125472,0,125345,58,69,0,0,0,0,POINT (-122.2733 48.9905)
305,306,2018,Government,National Security,Bremerton,Kitsap,43240,0,43194,21,25,0,0,0,0,POINT (-122.645933 47.557047)
306,307,2014,Natural Gas Systems,Natural Gas Local Distribution Companies,Spokane,Spokane,15252,0,18,15234,0,0,0,0,0,POINT (-122.645933 47.557047)
307,308,2019,Government,Education,Ellensburg,Kittitas,14884,0,14869,7,8,0,0,0,0,POINT (-120.544513 47.003202)
308,309,2019,Food Production,Potato Products,Moses Lake,Grant,30698,0,30666,15,17,0,0,0,0,POINT (-119.220408 47.075183)
309,310,2019,Minerals,Lime Production,Tacoma,Pierce,22,0,22,0,0,0,0,0,0,POINT (-122.397262 47.271365)
310,311,2012,Natural Gas Systems,Natural Gas Local Distribution Companies,Bellevue,King,51652,0,76,51576,0,0,0,0,0,POINT (-122.19454 47.61345)
311,312,2014,Natural Gas Systems,Natural Gas Transmission/Compression,Sumas,Whatcom,82830,0,78811,3975,44,0,0,0,0,POINT (-122.2214 49.001)
312,313,2015,Waste,Landfills,Yakima,Yakima,109385,0,26,109359,0,0,0,0,0,POINT (-120.39408 46.610031)
313,314,2015,Minerals,Glass Production,Kalama,Cowlitz,22288,0,22272,7,9,0,0,0,0,POINT (-122.866241 46.031656)
314,315,2013,Food Production,Dairy Products,Lynden,Whatcom,18509,0,18490,9,10,0,0,0,0,POINT (-122.451915 48.947567)
315,316,2013,Wood Products,Lumber Mills,Randle,Lewis,52575,51882,0,100,593,0,0,0,0,POINT (-121.917906 46.533743)
316,317,2020,Pulp and Paper,Other Pulp and Paper,Port Angeles,Clallam,72035,66823,394,4053,765,0,0,0,0,POINT (-123.467524 48.134623)
317,318,2019,Minerals,Cement Production,Seattle,King,366201,0,365684,207,310,0,0,0,0,POINT (-122.34255 47.56799)
318,319,2015,Pulp and Paper,Kraft Mills,Tacoma,Pierce,1135442,1011954,116998,1154,5336,0,0,0,0,POINT (-122.421765 47.260953)
319,320,2018,Food Production,Dairy Products,Lynden,Whatcom,17920,0,17901,9,10,0,0,0,0,POINT (-122.451915 48.947567)
320,321,2020,Natural Gas Systems,Natural Gas Transmission/Compression,Plymouth,Benton,6770,0,5105,1662,3,0,0,0,0,POINT (-119.41019 45.9309)
321,322,2012,Metals,Other Metals,Moses Lake,Grant,133823,0,133685,63,75,0,0,0,0,POINT (-119.200383 47.138359)
322,323,2016,Wood Products,Lumber Mills,Mount Vernon,Skagit,307452,301493,1930,580,3449,0,0,0,0,POINT (-122.434613 48.448553)
323,324,2016,Pulp and Paper,Other Pulp and Paper,Usk,Pend Oreille,46201,42235,3388,85,493,0,0,0,0,POINT (-117.271359 48.289771)
324,325,2015,Government,National Security,Oak Harbor,Island,14019,0,14004,7,8,0,0,0,0,POINT (-122.669741 48.345281)
325,446,2015,Manufacturing,Electronics Industry,Vancouver,Clark,9615,0,9605,5,5,0,0,0,0,POINT (-122.553612 45.649912)
326,326,2012,Natural Gas Systems,Natural Gas Transmission/Compression,Goldendale,Klickitat,26752,0,21905,4835,12,0,0,0,0,POINT (-120.799267 45.771216)
327,327,2015,Manufacturing,Building Products,Tacoma,Pierce,46905,0,46857,22,26,0,0,0,0,POINT (-122.394869 47.269558)
328,328,2017,Waste,Landfills,Richland,Benton,18036,0,0,18036,0,0,0,0,0,POINT (-119.348118 46.346663)
329,329,2015,Natural Gas Systems,Natural Gas Transmission/Compression,Cook,Skamania,12444,0,10325,2113,6,0,0,0,0,POINT (-121.626311 45.778087)
330,330,2020,Waste,Landfills,Graham,Pierce,77224,0,0,77224,0,0,0,0,0,POINT (-122.292799 46.972405)
331,331,2015,Wood Products,Lumber Mills,Kettle Falls,Stevens,57295,56539,0,109,647,0,0,0,0,POINT (-118.067441 48.609799)
332,332,2013,Power Plants,Electrical Transmission and Distribution,Bellevue,King,2772,0,0,0,0,0,0,2772,0,POINT (-122.19454 47.61345)
333,333,2018,Power Plants,"Other Power, Heating, or Cooling Plants",Graham,Pierce,19166,19068,0,29,69,0,0,0,0,POINT (-122.290871 46.975533)
334,334,2012,Power Plants,"Other Power, Heating, or Cooling Plants",Kettle Falls,Stevens,276784,264318,1104,7835,3527,0,0,0,0,POINT (-118.110841 48.620335)
335,335,2019,Metals,Other Metals,Kalama,Cowlitz,22577,0,22553,11,13,0,0,0,0,POINT (-122.871703 46.04326)
336,336,2021,Waste,Landfills,Zillah,Yakima,43966,0,0,43966,0,0,0,0,0,POINT (-120.2688 46.4785)
337,337,2015,Livestock,Cattle Feedlots,Kennewick,Benton,21519,0,1990,1514,18015,0,0,0,0,POINT (-119.136497 45.991872)
338,338,2016,Minerals,Glass Production,Seattle,King,77844,0,77783,28,33,0,0,0,0,POINT (-122.33739 47.55242)
339,339,2019,Pulp and Paper,Other Pulp and Paper,Spokane,Spokane,31037,17639,13149,40,209,0,0,0,0,POINT (-117.279323 47.688295)
340,340,2021,Wood Products,Lumber Mills,Centralia,Lewis,9877,5863,3932,13,69,0,0,0,0,POINT (-122.991963 46.734454)
341,341,2017,Power Plants,"Other Power, Heating, or Cooling Plants",Kettle Falls,Stevens,423808,408477,3925,6732,4674,0,0,0,0,POINT (-118.110841 48.620335)
342,342,2018,Food Production,Potato Products,Quincy,Grant,32073,0,32040,15,18,0,0,0,0,POINT (-119.869914 47.234413)
343,343,2012,Waste,Landfills,Snohomish,Snohomish,27653,0,288,27365,0,0,0,0,0,POINT (-122.118284 47.870014)
344,344,2019,Power Plants,Coal Plants,Centralia,Lewis,8000387,0,7937672,22940,39775,0,0,0,0,POINT (-122.8578 46.7559)
345,345,2020,Supplier,Natural Gas Supplier,Enumclaw,Pierce,23653,0,23629,11,13,0,0,0,0,POINT (-122.8578 46.7559)
346,346,2013,Natural Gas Systems,Natural Gas Transmission/Compression,Washougal,Clark,25393,0,20514,4867,12,0,0,0,0,POINT (-122.36516 45.63236)
347,347,2020,Pulp and Paper,Other Pulp and Paper,Longview,Cowlitz,39097,0,39056,19,22,0,0,0,0,POINT (-122.976788 46.125662)
348,348,2017,Power Plants,Natural Gas Turbine Plants,Bellingham,Whatcom,98352,0,98252,46,54,0,0,0,0,POINT (-122.486 48.746)
349,349,2018,Natural Gas Systems,Natural Gas Transmission/Compression,Starbuck,Columbia,64227,0,63124,1068,35,0,0,0,0,POINT (-118.293441 46.53558)
350,350,2020,Natural Gas Systems,Natural Gas Storage,Chehalis,Lewis,12311,0,9744,2562,5,0,0,0,0,POINT (-122.838569 46.53461)
351,351,2020,Power Plants,"Other Power, Heating, or Cooling Plants",Maple Valley,King,23405,22271,1016,35,83,0,0,0,0,POINT (-122.041817 47.455871)
352,352,2018,Petroleum Systems,Petroleum Refineries,Anacortes,Skagit,1234174,0,1228806,2184,3184,0,0,0,0,POINT (-122.564845 48.493816)
353,353,2016,Manufacturing,Transportation Industry,Auburn,King,36033,0,35996,17,20,0,0,0,0,POINT (-122.242298 47.285551)
354,354,2017,Power Plants,"Other Power, Heating, or Cooling Plants",Graham,Pierce,20394,20290,0,31,73,0,0,0,0,POINT (-122.290871 46.975533)
355,355,2020,Government,National Security,Joint Base Lewis-McChord,Pierce,70954,0,55203,15719,32,0,0,0,0,POINT (-122.5365 47.1142)
356,356,2017,Supplier,Natural Gas Supplier,Spokane,Spokane,1157017,0,1155823,545,649,0,0,0,0,POINT (-122.5365 47.1142)
357,357,2018,Power Plants,"Other Power, Heating, or Cooling Plants",Spokane,Spokane,232667,137991,89558,1996,3122,0,0,0,0,POINT (-117.504278 47.626529)
358,358,2021,Power Plants,"Other Power, Heating, or Cooling Plants",Maple Valley,King,21130,19795,1228,32,75,0,0,0,0,POINT (-122.041817 47.455871)
359,359,2019,Food Production,Potato Products,Moses Lake,Grant,34482,3946,25787,4720,29,0,0,0,0,POINT (-119.18926 47.131732)
360,360,2015,Supplier,Natural Gas Supplier,Portland,Clark,376579,0,376191,177,211,0,0,0,0,POINT (-119.18926 47.131732)
361,361,2012,Government,National Security,Fairchild AFB,Spokane,13694,0,13679,7,8,0,0,0,0,POINT (-117.644832 47.641332)
362,362,2012,Power Plants,"Other Power, Heating, or Cooling Plants",Spokane,Spokane,249247,146284,97470,2142,3351,0,0,0,0,POINT (-117.504278 47.626529)
363,363,2012,Metals,Iron and Steel Production,Seattle,King,124469,0,124425,20,24,0,0,0,0,POINT (-122.367332 47.569331)
364,364,2015,Manufacturing,Transportation Industry,Tukwila,King,15614,0,15598,7,9,0,0,0,0,POINT (-122.298613 47.516246)
365,365,2014,Food Production,Potato Products,Moses Lake,Grant,28981,0,28951,14,16,0,0,0,0,POINT (-119.220408 47.075183)
366,366,2014,Power Plants,"Other Power, Heating, or Cooling Plants",Seattle,King,88422,25663,62351,79,329,0,0,0,0,POINT (-122.340179 47.6068)
367,367,2017,Manufacturing,Transportation Industry,Puyallup,Pierce,19893,0,19873,9,11,0,0,0,0,POINT (-122.34862 47.088831)
